brand,highlight1,highlight2,highlight3,price,product,rating,reviews
Samsung,Android 6.0 Marshmallow,"5,5 inch Quad HD scherm",32 GB opslagcapaciteit,599.0,Samsung Galaxy S7 Edge Goud,4.5,932
CrossCall,Android 5.1 Lollipop,"4,5 inch scherm",8 GB opslagcapaciteit,249.0,CrossCall Trekker M1 Zwart,4,3
Huawei,Android 7.0 Nougat,"5,9 inch Full HD-scherm",64 GB opslagcapaciteit,629.0,Huawei Mate 9 Zilver,5,73
HTC,Android 7.0 Nougat,"5,7 inch Quad HD scherm",64 GB opslagcapaciteit,399.0,HTC U Ultra Blauw,4,3
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,949.0,Apple iPhone 7 Plus 256 GB Rose Gold,4.5,397
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,969.0,Apple iPhone 7 Plus 256 GB Zilver,4.5,397
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,949.0,Apple iPhone 7 Plus 256 GB Goud,4.5,397
Apple,iOS 10,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,779.0,Apple iPhone 7 Plus 32 GB Rose Gold,4.5,397
CrossCall,"2,4 inch-scherm",Dual sim-telefoon,2 megapixel-camera,99.0,CrossCall Spider X4 Zwart,4,2
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Zilver,4.5,16
Energizer,"2,4 inch scherm",Dual sim,Robuuste behuizing,59.99,Energizer Energy 100,0,0
Getnord,Android 6.0 Marshmallow,"4,7 inch HD scherm",16 GB opslagcapaciteit,399.0,Getnord Onyx,4,5
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Goud,4.5,16
Getnord,"2,2 inch scherm",Robuuste behuizing,Stof- en waterdicht,99.0,Getnord Walrus,4,5
Huawei,Android 7.0 Nougat,"5,1 inch Full HD scherm",64 GB opslagcapaciteit,549.0,Huawei P10 Zilver,4.5,70
Sony,Android 7.0 Nougat,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,649.0,Sony Xperia XZs Blauw,4.5,13
Sony,Android 7.0 Nougat,"5,5 inch 4K scherm",64 GB opslagcapaciteit,738.0,Sony Xperia XZ Premium Zwart,5,37
Refurbished,Geen tot zeer lichte gebruikssporen,Inclusief originele Apple-accessoires,2 jaar garantie,499.0,Refurbished Apple iPhone 6s 16GB Goud (2 jaar garantie),0,0
Refurbished,Geen tot zeer lichte gebruikssporen,Inclusief originele Apple-accessoires,2 jaar garantie,649.0,Refurbished Apple iPhone 6s Plus 64GB Goud (2 jaar garantie),0,0
Apple,iOS 10,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,779.0,Apple iPhone 7 Plus 32 GB Rose Gold,4.5,397
CrossCall,"2,4 inch-scherm",Dual sim-telefoon,2 megapixel-camera,99.0,CrossCall Spider X4 Zwart,4,2
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Zilver,4.5,16
Energizer,"2,4 inch scherm",Dual sim,Robuuste behuizing,59.99,Energizer Energy 100,0,0
Getnord,Android 6.0 Marshmallow,"4,7 inch HD scherm",16 GB opslagcapaciteit,399.0,Getnord Onyx,4,5
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Goud,4.5,16
Getnord,"2,2 inch scherm",Robuuste behuizing,Stof- en waterdicht,99.0,Getnord Walrus,4,5
Huawei,Android 7.0 Nougat,"5,1 inch Full HD scherm",64 GB opslagcapaciteit,549.0,Huawei P10 Zilver,4.5,70
Sony,Android 7.0 Nougat,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,649.0,Sony Xperia XZs Blauw,4.5,13
Sony,Android 7.0 Nougat,"5,5 inch 4K scherm",64 GB opslagcapaciteit,738.0,Sony Xperia XZ Premium Zwart,5,37
Refurbished,Geen tot zeer lichte gebruikssporen,Inclusief originele Apple-accessoires,2 jaar garantie,499.0,Refurbished Apple iPhone 6s 16GB Goud (2 jaar garantie),0,0
Refurbished,Geen tot zeer lichte gebruikssporen,Inclusief originele Apple-accessoires,2 jaar garantie,649.0,Refurbished Apple iPhone 6s Plus 64GB Goud (2 jaar garantie),0,0
Alcatel,Android 6.0 Marshmallow,"5,2 inch HD scherm",16 GB opslagcapaciteit,199.0,Alcatel A5 LED,3.5,1
Alcatel,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,149.0,Alcatel A3 Zwart,4.5,2
LG,Android 7.0 Nougat,5 inch HD scherm,16 GB opslagcapaciteit,169.99,LG K8 (2017) Grijs,4,2
Lenovo,Android 6.0 Marshmallow,"6,4 inch Full HD scherm",32 GB opslagcapaciteit,449.0,Lenovo Phab2 Pro Grijs,4,2
Asus,Android 6.0 Marshmallow,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,249.0,Asus Zenfone 3 Max 5.5 inch Goud,4.5,42
Wiko,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,199.0,Wiko Ufeel Blauw,4,25
Ruggear,Merkgebonden OS,"2,2 inch scherm",Uitbreidbaar geheugen,64.95,Ruggear XF,4,6
Samsung,Android 6.0 Marshmallow,"5,5 inch Quad HD scherm",32 GB opslagcapaciteit,599.0,Samsung Galaxy S7 Edge Roze,4.5,932
CrossCall,Dual sim-telefoon,"1,7 inch-scherm","0,3 megapixel-camera",69.99,CrossCall Spider X1 Zwart,4,4
Lenovo,Android 6.0 Marshmallow,"5,5 inch Full HD-scherm",32 GB opslagcapaciteit,399.0,Lenovo Moto Z Play Wit,4.5,33
Lenovo,Android 6.0 Marshmallow,"5,5 inch Full HD-scherm",32 GB opslagcapaciteit,429.0,Lenovo Moto Z Play Zwart,4.5,33
CrossCall,"2,2 inch scherm",Robuuste behuizing,64 MB opslagcapaciteit,99.0,CrossCall Shark V2 Rood,4,10
Samsung,Android 6.0 Marshmallow,"5,5 inch Quad HD scherm",32 GB opslagcapaciteit,579.0,Samsung Galaxy S7 Edge Wit,4.5,932
Samsung,Android 6.0 Marshmallow,"5,5 inch Quad HD scherm",32 GB opslagcapaciteit,599.0,Samsung Galaxy S7 Edge Zilver,4.5,932
Doro,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,78.99,Doro 6030 Zwart,4.5,38
Doro,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,79.0,Doro 6030 Wit,4.5,38
Sony,Android 7.0 Nougat,5 inch HD scherm,32 GB opslagcapaciteit,279.0,Sony Xperia XA1 Goud,4.5,91
Nokia,Android 7.0 Nougat,5 inch HD scherm,16 GB opslagcapaciteit,149.0,Nokia 3 Wit,4,34
Nokia,Android 7.0 Nougat,5 inch HD scherm,16 GB opslagcapaciteit,149.0,Nokia 3 Blauw,4,34
Fysic,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,79.99,Fysic FM-7950 GPS,0,0
Huawei,Android 7.0 Nougat,5 inch HD scherm,16 GB opslagcapaciteit,179.0,Huawei Y6 Pro (2017) Zilver,4,6
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,949.0,Apple iPhone 7 Plus 256 GB Zwart,4.5,397
HTC,Android 6.0 Marshmallow,5 inch HD-scherm,32 GB opslagcapaciteit,229.0,HTC One A9s Zwart,4.5,16
Huawei,Android 7.0 Nougat,"5,1 inch Full HD scherm",64 GB opslagcapaciteit,549.0,Huawei P10 Groen,4.5,70
HTC,Android 7.1 Nougat,"5,5 inch Quad HD scherm",64 GB opslagcapaciteit,699.0,HTC U11 Wit,4.5,27
HTC,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,169.0,HTC Desire 650 Wit/Geel,4.5,26
Apple,iOS 9,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,639.0,Apple iPhone 6s Plus 32GB Zilver,4.5,293
Apple,iOS 9,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,639.0,Apple iPhone 6s Plus 32GB Rose Gold,4.5,293
Huawei,Android 7.0 Nougat,"5,5 inch HD scherm",16 GB opslagcapaciteit,199.0,Huawei Y7 (2017) Zilver,4.5,5
Huawei,Android 7.0 Nougat,"5,5 inch HD scherm",16 GB opslagcapaciteit,199.0,Huawei Y7 (2017) Goud,4.5,5
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,779.0,Apple iPhone 7 Plus 32 GB Jet Black,4.5,397
Asus,Android 7.0 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,499.0,Asus Zenfone 4 Zwart,5,3
Wiko,Android 7.0 Nougat,"5,2 inch HD scherm",32 GB opslagcapaciteit,149.99,Wiko U Pulse Lite Zwart,5,1
Sony,Android 8.0 Oreo,"4,6 inch HD scherm",32 GB opslagcapaciteit,599.0,Sony Xperia XZ1 Compact Roze,4.5,24
Sony,Android 7.1 Nougat,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,349.0,Sony Xperia XA1 Plus Blauw,4,2
Sony,Android 7.1 Nougat,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,349.0,Sony Xperia XA1 Plus Goud,4,2
Asus,Android 7.0 Nougat,"5,2 inch HD scherm",16 GB opslagcapaciteit,199.0,Asus Zenfone 4 Max 5.2 inch Goud,5,1
Asus,Android 7.1 Nougat,"5,5 inch HD scherm",64 GB opslagcapaciteit,299.0,Asus Zenfone 4 Selfie Zwart,0,0
Asus,Android 7.0 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,499.0,Asus Zenfone 4 Wit,5,3
Wiko,Android 7.1 Nougat,"5,7 inch HD scherm",32 GB opslagcapaciteit,199.99,Wiko View Goud,4.5,1
Wiko,Android 7.1 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,399.99,Wiko Wim Zwart,5,1
Apple,iOS 10,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,779.0,Apple iPhone 7 Plus 32 GB Goud,4.5,397
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,989.0,Apple iPhone 7 Plus 256 GB Jet Black,4.5,397
Huawei,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,329.0,Huawei P9 Zilver,4.5,21
Huawei,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",16 GB opslagcapaciteit,249.0,Huawei P9 Lite Wit,4.5,77
Doro,Extra grote toetsen,Noodknop,2 megapixel-camera,88.99,Doro Primo 413 Blauw,4.5,45
Doro,Extra grote toetsen,Noodknop,2 megapixel-camera,85.0,Doro Primo 413 Rood,4.5,45
Sony,Android 6.0 Marshmallow,"5,2 inch Full HD-scherm",32 GB opslagcapaciteit,549.0,Sony Xperia XZ Zwart,4.5,28
Sony,Android 7.0 Nougat,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,599.0,Sony Xperia XZs Zwart,4.5,13
Sony,Android 7.0 Nougat,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,599.0,Sony Xperia XZs Zilver,4.5,13
Sony,Android 7.0 Nougat,"5,5 inch 4K scherm",64 GB opslagcapaciteit,699.0,Sony Xperia XZ Premium Zilver,5,37
HTC,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,249.0,HTC U Play Blauw,4.5,18
Samsung,Android 7.0 Nougat,"6,2 inch Quad HD scherm",64 GB opslagcapaciteit,799.0,Samsung Galaxy S8 Plus Grijs,5,282
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,799.0,Apple iPhone 7 256GB Rood,4.5,1049
Apple,iOS 10,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,949.0,Apple iPhone 7 Plus 256GB Rood,4.5,397
Apple,iOS 9.3,4 inch Retina scherm,128 GB opslagcapaciteit,469.0,Apple iPhone SE 128GB Rose Gold,4.5,2030
Huawei,Android 7.0 Nougat,"5,5 inch HD scherm",16 GB opslagcapaciteit,199.0,Huawei Y7 (2017) Grijs,4.5,5
Nokia,Android 7.1 Nougat,"5,3 inch Quad HD scherm",64 GB opslagcapaciteit,599.99,Nokia 8 Glanzend Blauw,4.5,28
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,799.0,Apple iPhone 7 256GB Goud,4.5,1049
Asus,Android 7.0 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,499.0,Asus Zenfone 4 Groen,5,3
CAT,Android 7.1 Nougat,"4,7 inch HD scherm",16 GB opslagcapaciteit,329.0,CAT S31,0,0
Huawei,Android 8.0 Oreo,6 inch Full HD scherm,128 GB opslagcapaciteit,799.0,Huawei Mate 10 PRO Blauw,0,0
LG,Android 7.1 Nougat,6 inch Quad HD scherm,64 GB opslagcapaciteit,899.0,LG V30 Zilver,0,0
HTC,Android 8.0 Oreo,"5,2  inch Full HD scherm",32 GB opslagcapaciteit,349.0,HTC U11 Life Zwart,0,0
HTC,Android 8.0 Oreo,"5,2  inch Full HD scherm",32 GB opslagcapaciteit,349.0,HTC U11 Life Blauw,0,0
Huawei,Android 7.1 Nougat,"5,9 inch Full HD scherm",64 GB opslagcapaciteit,349.0,Huawei Mate 10 Lite Blauw,5,1
HTC,Android 8.0 Oreo,6 inch Quad HD scherm,128 GB opslagcapaciteit,799.0,HTC U11 Plus Dual Sim Zwart,0,0
HTC,Android 8.0 Oreo,6 inch Quad HD scherm,128 GB opslagcapaciteit,799.0,HTC U11 Plus Dual Sim Doorzichtig Zwart,0,0
LG,Android 7.1 Nougat,6 inch Quad HD scherm,64 GB opslagcapaciteit,899.0,LG V30 Blauw,0,0
Apple,iOS 9.3,4 inch Retina scherm,128 GB opslagcapaciteit,459.0,Apple iPhone SE 128GB Space Gray,4.5,2030
Apple,iOS 11,"5,8 inch Retina HD scherm",256 GB opslagcapaciteit,1329.0,Apple iPhone X 256GB Space Grey,5,8
Apple,iOS 11,"5,8 inch Retina HD scherm",64 GB opslagcapaciteit,1159.0,Apple iPhone X 64GB Space grey,5,8
Apple,iOS 11,"5,8 inch Retina HD scherm",256 GB opslagcapaciteit,1329.0,Apple iPhone X 256GB Zilver,5,8
Nokia,Android 7.1 Nougat,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,249.0,Nokia 6 Zwart,4.5,28
Apple,iOS 11,"5,8 inch Retina HD scherm",64 GB opslagcapaciteit,1159.0,Apple iPhone X 64GB Zilver,5,8
Sony,Android 8.0 Oreo,"4,6 inch HD scherm",32 GB opslagcapaciteit,599.0,Sony Xperia XZ1 Compact Zwart,4.5,24
Nokia,"2,4 inch scherm",16 MB opslagcapaciteit,FM radio,39.99,Nokia 150 Wit,4.5,20
Emporia,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,49.0,Emporia Euphoria senioren telefoon,4.5,33
Huawei,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,137.0,Huawei Y6 Roze (2017),4.5,25
Apple,iOS 11,"5,5 inch Retina HD scherm",256 GB opslagcapaciteit,1089.0,Apple iPhone 8 Plus 256GB Goud,4.5,91
Nokia,Android 7.1 Nougat,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,249.0,Nokia 6 Zilver,4.5,28
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,859.0,Apple iPhone 7 Plus 128 GB Jet Black,4.5,45
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,849.0,Apple iPhone 7 256GB Zwart,4.5,1049
Wiko,Android 7.0 Nougat,"5,2 inch HD scherm",32 GB opslagcapaciteit,149.99,Wiko U Pulse Lite Goud,5,1
Apple,iOS 9,"5,5 inch Retina HD scherm",32 GB opslagcapaciteit,639.0,Apple iPhone 6s Plus 32GB Space Gray,4.5,293
Wileyfox,Android 7.0 Nougat,5 inch HD-scherm,16 GB opslagcapaciteit,115.0,Wileyfox Spark+ Zwart,4,160
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Blauw,4.5,16
HTC,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,169.0,HTC Desire 650 Zwart/Blauw,4.5,26
Doro,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,239.0,Doro 8040 Wit,0,0
Apple,iOS 10,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,739.0,Apple iPhone 7 128GB Goud,4.5,1049
Sony,Android 5.0 Lollipop,5 inch HD-scherm,16 GB opslagcapaciteit,177.0,Sony Xperia M4 Aqua Dual Sim Wit,4,22
LG,Android 6.0 Marshmallow,"5,3 inch Quad HD-scherm",32 GB opslagcapaciteit,376.0,LG G5 Zilver,4.5,15
Motorola,Android 6.0 Marshmallow,"5,5 inch Full HD scherm",16 GB opslagcapaciteit,168.0,Motorola Moto G4 Plus Wit,4.5,405
LG,Android 6.0 Marshmallow,"5,3 inch Quad HD-scherm",32 GB opslagcapaciteit,372.0,LG G5 Zwart,4.5,80
Apple,iOS 10,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Jet Black,4.5,1049
Apple,iOS 10,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Zilver,4.5,1049
Motorola,Android 6.0 Marshmallow,"5,5 inch Full HD scherm",16 GB opslagcapaciteit,219.0,Motorola Moto G4 Plus Zwart,4.5,405
Sony,Android 5.0 Lollipop,5 inch Full HD-scherm,16 GB opslagcapaciteit,201.0,Sony Xperia M5 Zwart,4.5,57
Huawei,Android 6.0 Marshmallow,6 inch Full HD-scherm,32 GB opslagcapaciteit,484.0,Huawei Mate 8 Grijs,4.5,121
Asus,Android 7.0 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,399.0,Asus Zenfone 4 Selfie PRO Rood,4.5,1
Wiko,Android 7.1 Nougat,"5,0 inch Full HD scherm",32 GB opslagcapaciteit,199.99,Wiko Wim Lite Rood,5,1
Wiko,Android 7.1 Nougat,"5,0 inch Full HD scherm",32 GB opslagcapaciteit,199.99,Wiko Wim Lite Blauw,5,1
Emporia,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,84.99,Emporia Glam senioren telefoon zwart,4.5,33
BlackBerry,Android 6.0 Marshmallow,"5,2 inch Full HD-scherm",16 GB opslagcapaciteit,259.0,BlackBerry DTEK50,4.5,32
Nokia,Series 30+,"2,4 inch kleurenscherm",16 MB opslagcapaciteit,69.0,Nokia 3310 (2017) Blauw,4.5,97
Alcatel,Android 6.0 Marshmallow,5 inch qHD scherm,8 GB opslagcapaciteit,99.0,Alcatel U5 Zwart,5,2
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,889.0,Apple iPhone 7 Plus 128 GB Goud,4.5,397
Wiko,Android 7.1 Nougat,"5,0 inch Full HD scherm",32 GB opslagcapaciteit,199.99,Wiko Wim Lite Goud,5,1
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,889.0,Apple iPhone 7 Plus 128 GB Rose Gold,4.5,397
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,849.0,Apple iPhone 7 256GB Zilver,4.5,1049
Apple,iOS 10,"4,7 inch Retina HD-scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Rose Gold,4.5,1049
Apple,iOS 10,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Zwart,4.5,1049
Samsung,Android 5.1 Lollipop,"5,2 inch Full HD scherm",16 GB opslagcapaciteit,299.0,Samsung Galaxy A5 Zwart (2016),4.5,461
Samsung,Android 6.0 Marshmallow,"5,5 inch HD-scherm",16 GB opslagcapaciteit,259.0,Samsung Galaxy J7 (2016) Wit,4.5,165
Sony,Android 5.0 Lollipop,5 inch HD-scherm,8 GB opslagcapaciteit,151.0,Sony Xperia M4 Aqua Zwart,4,73
HTC,Android 6.0 Marshmallow,5 inch Full HD-scherm,16 GB opslagcapaciteit,259.0,HTC One A9 Zilver,4.5,22
Sony,"5,2 inch Full HD-scherm",Android 4.4 KitKat,"2,5 GHz quad core-processor",361.0,Sony Xperia Z3 Zwart,4.5,66
Apple,iOS 7 besturingssysteem,Apple A6-processor,8 GB opslagcapaciteit,369.0,Apple iPhone 5C 8GB Geel,4.5,64
LG,Android 5.1 Lollipop,"5,5 inch Quad HD-scherm",32 GB opslagcapaciteit,359.0,LG G4 Bruin (Leather Edition),4.5,55
Sony,Android 5.0 Lollipop,5 inch HD-scherm,16 GB opslagcapaciteit,213.0,Sony Xperia M4 Aqua Dual Sim Zwart,4,22
Samsung,Android 4.4 KitKat,"5,6 inch quad HD-scherm",32 GB opslagcapaciteit,739.0,Samsung Galaxy Note Edge Zwart,4.5,31
ZTE,Android 5.0 Lollipop,5 inch HD-scherm,"1,3 GHz quad core-processor",196.0,ZTE Blade V6 Grijs,5,4
Motorola,Android 5.0,"4,5 inch-scherm","1,2 GHz quad core-processor",98.0,Motorola Moto E 4G (2015) Zwart,4,175
Sony,Android 5.0 Lollipop,5 inch HD-scherm,8 GB opslagcapaciteit,150.0,Sony Xperia M4 Aqua Wit,4,16
Apple,iOS 7,Apple A7 processor,32 GB opslagcapaciteit,362.0,Apple iPhone 5S 32GB Zilver,4.5,171
Sony,Android 5.0 Lollipop,"5,5 inch Full HD-scherm","1,7 GHz octa core-processor",225.0,Sony Xperia C4 Zwart,4.5,19
LG,Android 5.1 Lollipop,"5,7 inch Quad HD-scherm",32 GB opslagcapaciteit,358.0,LG V10 Zwart,4.5,61
Sony,Android 5.1 Lollipop,"5,5 inch 4K-scherm",32 GB opslagcapaciteit,328.0,Sony Xperia Z5 Premium Grijs,4.5,51
Honor,Android 5.0 Lollipop,"5,2 inch Full HD-scherm",16 GB opslagcapaciteit,349.0,Honor 7 Wit,4.5,108
Sony,Android 5.0 Lollipop,"5,2 inch Full HD-scherm","2,0 GHz octa core-processor",314.0,Sony Xperia Z3 Plus Wit,4.5,26
Samsung,Android 4.4 KitKat,"4,8 inch HD-scherm",16 GB opslagcapaciteit,189.0,Samsung Galaxy S3 Neo Wit,4.5,251
Asus,Android 7.0 Nougat,"5,7 inch Quad HD scherm",128 GB opslagcapaciteit,899.0,Asus Zenfone AR Zwart,0,0
CrossCall,"2,4 inch scherm",Robuuste behuizing,Stof- en waterdicht,99.99,CrossCall Shark X3 Zwart,0,0
Wiko,Android 6.0 Marshmallow,"5,2 inch Full HD-scherm",32 GB opslagcapaciteit,213.0,Wiko Fever 4G SE,4.5,39
Wiko,Android 5.1 Lollipop,5 inch HD-scherm,16 GB opslagcapaciteit,123.0,Wiko Pulp 4G Zwart Dual Sim,4.5,73
Wiko,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,99.0,Wiko Lenny 3 Dual SIM,4,141
Samsung,Android 6.0 Marsmallow,5.2 inch HD scherm,16 GB opslagcapaciteit,199.0,Samsung Galaxy J5 (2016) Wit,4.5,1189
Wileyfox,Cyanogen 13.0 (gebaseerd op Android 6.0 Marshmallow),5 inch HD-scherm,16 GB opslagcapaciteit,111.0,Wileyfox Swift Zwart,4.5,274
Apple,iOS 9.3,4 inch Retina scherm,16 GB opslagcapaciteit,339.0,Apple iPhone SE 16 GB Space Gray,4.5,2030
LG,Android 5.0 Lollipop,"5,5 inch quad HD-scherm","2,5 GHz quad core-processor",219.0,LG G3 16 GB Goud,4.5,195
HTC,Android 5.0 Lollipop,5 inch Full HD-scherm,2 GHz octa core-processor,449.0,HTC One M9 Grijs,4.5,94
Refurbished,Geen tot zeer lichte gebruikssporen,Inclusief originele Apple accessoires,2 jaar garantie,329.0,Refurbished Apple iPhone 5S 32GB Zwart (2 jaar garantie),4,25
Sony,Android 6.0 Marshmallow,"4,6 inch HD scherm",32 GB opslagcapaciteit,389.0,Sony Xperia X Compact Wit,4.5,108
LG,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",32 GB opslagcapaciteit,303.0,LG Nexus 5X 32 GB Blauw,4.5,968
Sony,Android 6.0 Marshmallow,"4,6 inch HD scherm",32 GB opslagcapaciteit,305.0,Sony Xperia X Compact Zwart,4.5,108
Sony,Android 5.0 Lollipop,5 inch Full HD-scherm,16 GB opslagcapaciteit,221.0,Sony Xperia M5 Wit,4.5,57
Sony,Android 5.0 Lollipop,5 inch Full HD-scherm,16 GB opslagcapaciteit,183.0,Sony Xperia M5 Goud,4.5,57
Lenovo,Android 6.0 Marshmallow,"5,5 inch Quad HD-scherm",32 GB opslagcapaciteit,389.0,Lenovo Moto Z Zwart,4.5,16
Wiko,Android 6.0 Marshmallow,5 inch HD scherm,8 GB opslagcapaciteit,99.99,Wiko Jerry Zwart/Grijs,4,39
HTC,Android 5.1 Lollipop,5 inch HD-scherm,16 GB opslagcapaciteit,131.0,HTC Desire 626 Grijs,4.5,27
Motorola,Android 5.1 Lollipop,5 inch HD-scherm,16 GB opslagcapaciteit,127.0,Motorola Moto G 4G (Gen 3) 16 GB Zwart,4.5,1339
Alcatel,Android 6.0 Marshmallow,5 inch HD scherm,8 GB opslagcapaciteit,107.0,Alcatel POP 4 Zilver met Lebara simkaart,5,2
Nokia,"2,8 inch scherm",MP3-speler,Radio,67.0,Nokia 230 Zwart,4.5,27
General,Android 7.0 Nougat,5 inch HD-scherm,16 GB opslagcapaciteit,135.0,General Mobile Android One 4G Zwart,4.5,83
Samsung,Android 6.0 Marsmallow,5.2 inch HD scherm,16 GB opslagcapaciteit,199.0,Samsung Galaxy J5 (2016) Dual Sim Wit,4.5,1189
Lenovo,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,149.0,Lenovo C2 Power Zwart,4.5,33
Lenovo,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,149.0,Lenovo C2 Power Zwart,4.5,33
Motorola,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,139.0,Motorola Moto G4 Play Zwart,4.5,250
Forza,iOS 9,"4,7 inch Retina HD-scherm",64 GB opslagcapaciteit,449.0,Forza iPhone 6 64 GB Space Gray (Refurbished),5,6
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,889.0,Apple iPhone 7 Plus 128 GB Zilver,4.5,397
Nokia,"1,8 inch-scherm",4 GB opslagcapaciteit,FM-radio,34.99,Nokia 130 Zwart,4,73
Wiko,Android 6.0 Marshmallow,5 inch HD-scherm,16 GB opslagcapaciteit,99.99,Wiko Lenny 3 Dual SIM Goud,4.5,89
Sony,Android 7.0 Nougat,5 inch HD scherm,32 GB opslagcapaciteit,279.0,Sony Xperia XA1 Roze,4.5,91
Nokia,"2,4 inch scherm",16 MB opslagcapaciteit,FM radio,39.99,Nokia 150 Zwart,4.5,20
Asus,Android 6.0 Marshmallow,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,249.0,Asus Zenfone 3 Max 5.5 inch Grijs,4.5,42
Huawei,Android 5.1 Lollipop,"4,5 inch SD-scherm",8 GB opslagcapaciteit,104.99,Huawei Y3 II Dual Sim Goud,4,44
Wiko,Android 6.0 Marshmallow,5 inch Full HD scherm,32 GB opslagcapaciteit,181.0,Wiko Ufeel Prime Zwart,4.5,59
Wiko,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,149.0,Wiko Ufeel Lite Goud,4.5,9
Samsung,Android 5.0 Lollipop,"5,1 inch Quad HD-scherm",32 GB opslagcapaciteit,449.0,Samsung Galaxy S6 edge 32 GB Wit,4.5,20
